snapshot_date,exposureName,faers_token,outcomeName,groundTruth,a,b,c,d,ROR,IC025,signal_evans,signal_ror,signal_ic,estimable,note
2026-04-28,Flurbiprofen,flurbiprofen,HOI Upper GI #3,1,23,1523.0,132760.0,20194269.0,2.297,0.598,True,True,True,True,
2026-04-28,Ibuprofen,ibuprofen,HOI Upper GI #3,1,5650,273991.0,127133.0,19921801.0,3.231,1.591,True,True,True,True,
2026-04-28,Indomethacin,indomethacin,HOI Upper GI #3,1,537,12482.0,132246.0,20183310.0,6.566,2.537,True,True,True,True,
2026-04-28,Ketoprofen,ketoprofen,HOI Upper GI #3,1,221,12441.0,132562.0,20183351.0,2.705,1.228,True,True,True,True,
2026-04-28,Ketorolac,ketorolac,HOI Upper GI #3,1,94,5497.0,132689.0,20190295.0,2.602,1.072,True,True,True,True,
2026-04-28,Mefenamate,mefenamic acid,HOI Upper GI #3,1,46,2086.0,132737.0,20193706.0,3.355,1.307,True,True,True,True,
2026-04-28,meloxicam,meloxicam,HOI Upper GI #3,1,667,56266.0,132116.0,20139526.0,1.807,0.733,False,True,True,True,
2026-04-28,nabumetone,nabumetone,HOI Upper GI #3,1,54,6298.0,132729.0,20189494.0,1.304,-0.005,False,False,False,True,
2026-04-28,Naproxen,naproxen,HOI Upper GI #3,1,3119,159862.0,129664.0,20035930.0,3.015,1.5,True,True,True,True,
2026-04-28,oxaprozin,oxaprozin,HOI Upper GI #3,1,15,867.0,132768.0,20194925.0,2.632,0.65,True,True,True,True,
2026-04-28,Piroxicam,piroxicam,HOI Upper GI #3,1,126,6150.0,132657.0,20189642.0,3.118,1.368,True,True,True,True,
2026-04-28,Potassium Chloride,potassium chloride,HOI Upper GI #3,1,2903,115767.0,129880.0,20080025.0,3.877,1.853,True,True,True,True,
2026-04-28,Sertraline,sertraline,HOI Upper GI #3,1,2246,212551.0,130537.0,19983241.0,1.618,0.619,False,True,True,True,
2026-04-28,Sulindac,sulindac,HOI Upper GI #3,1,49,2343.0,132734.0,20193449.0,3.182,1.245,True,True,True,True,
2026-04-28,Tolmetin,tolmetin,HOI Upper GI #3,1,3,165.0,132780.0,20195627.0,2.765,-0.182,False,False,False,True,
2026-04-28,valdecoxib,valdecoxib,HOI Upper GI #3,1,0,,,,,,,,,False,drug absent in openFDA generic_name
